comment_id,author,text,time,time_parsed,likes,is_reply,parent_id,scraped_at,text_length,word_count,text_cleaned
UgwYLU68kCIORxRm8bN4AaABAg,@Jmgrieff,"the phone has peaked, the only reason to get these new ones is if you have a really old phone otherwise its a nothing upgrade. its a solid phone but nothing new.",5 months ago,1759593244.006211,0,False,,2026-03-04 21:24:04,161,32,"the phone has peaked, the only reason to get these new ones is if you have a really old phone otherwise its a nothing upgrade. its a solid phone but nothing new."
UgxqA3xiSxvt_bo814d4AaABAg,@kpri101,The orange pro phone was a taunt by Tim to Mr. Trump...LOL,5 months ago,1759593244.008728,0,False,,2026-03-04 21:24:04,58,12,the orange pro phone was a taunt by tim to mr. trump...lol
Ugy6TewbB7ncPoWGMw94AaABAg,@newyorkboss6124,im glad i dont have a iphone its horrible im so happy,5 months ago,1759593244.01121,0,False,,2026-03-04 21:24:04,53,12,im glad i dont have a iphone its horrible im so happy
UgzJuWy3PKevbGEqXwV4AaABAg,@s81n,What game is that? I keep seeing people playing it in demo videos but no one says what it is.,5 months ago,1759593244.013673,0,False,,2026-03-04 21:24:04,93,20,what game is that? i keep seeing people playing it in demo videos but no one says what it is.
Ugzf53U3OgBrZCweCl54AaABAg,@AyushSharma-jt2zm,This is why I don't trust this guy. He deliberately twist things like we can clearly see the new glass has way better scratch resistance in a Jerry rig's video who is a professional but Arun here just tried it once on both phones and called it a day later in the video he mentioned that iOS 26 has slower animations whereas every nerd knows it has way faster animations compared to iOS 18 especially app opening/closing animations which are the most noticeable ones but he chose to only show one animation which is a tad slow to mislead people. The most unprofessional techtuber for a reason and I have said so for a decade now.,5 months ago,1759593244.016146,0,False,,2026-03-04 21:24:04,628,116,this is why i don't trust this guy. he deliberately twist things like we can clearly see the new glass has way better scratch resistance in a jerry rig's video who is a professional but arun here just tried it once on both phones and called it a day later in the video he mentioned that ios 26 has slower animations whereas every nerd knows it has way faster animations compared to ios 18 especially app opening/closing animations which are the most noticeable ones but he chose to only show one animation which is a tad slow to mislead people. the most unprofessional techtuber for a reason and i have said so for a decade now.
Ugy20UvaeRkEwLtEVYV4AaABAg,@GrandpaSStudio,"9:15 I was amazed by that screen protector, but why does it have a black border? WHY?!?!??!",5 months ago,1759593244.018604,1,False,,2026-03-04 21:24:04,91,17,"9:15 i was amazed by that screen protector, but why does it have a black border? why?!?!??!"
Ugyta4kixY-qjhTebw94AaABAg,@haxiclesticks,"My use case.

SpaceWalker app + Xreal Air 2 glasses.

I’m watching local content in full 3d rendered with ai live. It’s immaculate. Watching the intro of Cars, just breathtaking. Seeing the graphics and logos with in the pit stop scene where they introduce lighting McQueen just firing out, immaculate. Is it for everyone? No. But I’m also that nerd that will record riding the Matterhorn at Disneyland and watch it generated live in 3D lol this. It’s incredible…",5 months ago,1759593245.088658,0,False,,2026-03-04 21:24:05,463,79,"my use case. spacewalker app + xreal air 2 glasses. i’m watching local content in full 3d rendered with ai live. it’s immaculate. watching the intro of cars, just breathtaking. seeing the graphics and logos with in the pit stop scene where they introduce lighting mcqueen just firing out, immaculate. is it for everyone? no. but i’m also that nerd that will record riding the matterhorn at disneyland and watch it generated live in 3d lol this. it’s incredible…"
Ugx_wmyJ_tb8el86x8Z4AaABAg,@sachinparihar8582,7:06 on durability i would always prefer Samsung.. s series is built like tank i don't use cover nor screen protector and drop it on many occasions while switching off my alarm .. but nothing happened,5 months ago,1759593245.092167,0,False,,2026-03-04 21:24:05,200,36,7:06 on durability i would always prefer samsung.. s series is built like tank i don't use cover nor screen protector and drop it on many occasions while switching off my alarm .. but nothing happened
UgxapYJdS7pHu9f2M-14AaABAg,@Dr.Wombat3000,Ok BOSS 😜,5 months ago,1759593245.095635,0,False,,2026-03-04 21:24:05,9,3,ok boss 😜
UgzHiw2aOk9vEMQBv0p4AaABAg,@henkdepotvis3425,"since when does he do sponsors within the video, i remember him making sure in one video that he never does it.",5 months ago,1759593245.098172,0,False,,2026-03-04 21:24:05,111,22,"since when does he do sponsors within the video, i remember him making sure in one video that he never does it."
Ugy2drrcqNcLNqroUn94AaABAg,@randomghost4385,Orange,5 months ago,1759593245.101836,0,False,,2026-03-04 21:24:05,6,1,orange
UgxWnS4DPCLjO1k2RSR4AaABAg,@PaPaSea,picked up the pro max this year and I don’t regret it! I love having a phone that doesn’t need to be charged by 2pm,5 months ago,1759593245.104406,48,False,,2026-03-04 21:24:05,115,25,picked up the pro max this year and i don’t regret it! i love having a phone that doesn’t need to be charged by 2pm
Ugw0xUaGuN5ennJ4spt4AaABAg,@setemiprecious2234,"5 videos within 5 days is just crazy. To think that each video still stands out in quality, such an impressive workrate🙌🏾",5 months ago,1759593245.109906,0,False,,2026-03-04 21:24:05,121,22,"5 videos within 5 days is just crazy. to think that each video still stands out in quality, such an impressive workrate🙌🏾"
UgyQTC-azqafW3h7LGh4AaABAg,@broggie123,"Apple are clueless. My pro rarely gets hot, let’s be real is anyone using the full power of the phone? Some times these updates are pointless. Just doing it because they have to otherwise they cannot launch a new phone. They could lie and say the new phones are faster and people would believe them.",5 months ago,1759593245.114564,0,False,,2026-03-04 21:24:05,299,55,"apple are clueless. my pro rarely gets hot, let’s be real is anyone using the full power of the phone? some times these updates are pointless. just doing it because they have to otherwise they cannot launch a new phone. they could lie and say the new phones are faster and people would believe them."
UgzU01XQ-p_kl_zVG0p4AaABAg,@infinitedreamzzz,BUY THIS $1300 PHONE FOR SLIGHTLY BETTER CAMERA. Apple is trash.,5 months ago,1759593245.11736,0,False,,2026-03-04 21:24:05,64,11,buy this $1300 phone for slightly better camera. apple is trash.
UgwZV2YS5-4UH2HxqS54AaABAg,@MrJomalley123,The iPhone 17 pros colors are the same as Goku's outfit,5 months ago,1759593245.121196,0,False,,2026-03-04 21:24:05,55,11,the iphone 17 pros colors are the same as goku's outfit
UgzMUT-z9USnrhTSJVF4AaABAg,@I-Need-A-New-Hobby4186,I've missed these phone reviews 😂,5 months ago,1759593245.124498,0,False,,2026-03-04 21:24:05,33,6,i've missed these phone reviews 😂
UgxWnS4DPCLjO1k2RSR4AaABAg.ANOH5xPXYzsANOOvcdObfq,@mr.redacted2489,Makes you wonder if Apple planned that,5 months ago,1759593245.457802,4,True,,2026-03-04 21:24:05,38,7,makes you wonder if apple planned that
UgxWnS4DPCLjO1k2RSR4AaABAg.ANOH5xPXYzsANOKQZuqMhP,@symmetricalastic,2pm?! which phone did you have?,5 months ago,1759593245.460421,3,True,,2026-03-04 21:24:05,31,6,2pm?! which phone did you have?
UgxWnS4DPCLjO1k2RSR4AaABAg.ANOH5xPXYzsANOLvnYAPTy,@PaPaSea, @symmetricalastic I had a 14 pro before. I’m not really sure what happened to it but the battery was abysmal for me,5 months ago,1759593245.462937,5,True,,2026-03-04 21:24:05,116,22,i had a 14 pro before. i’m not really sure what happened to it but the battery was abysmal for me
UgxWnS4DPCLjO1k2RSR4AaABAg.ANOH5xPXYzsANPP85YmtsL,@aliwilliams9184,My Redmagic 10s Pro Plus has 7500 Mah and I charge it once every 2 days with insane screen on time,5 months ago,1759593245.466017,1,True,,2026-03-04 21:24:05,98,21,my redmagic 10s pro plus has 7500 mah and i charge it once every 2 days with insane screen on time
UgxWnS4DPCLjO1k2RSR4AaABAg.ANOH5xPXYzsANPBhmQK-Y2,@Stoy4ev92,Welcome to the 21st century! We've had fast charge for 5-10 years now :D,5 months ago,1759593245.468666,0,True,,2026-03-04 21:24:05,72,14,welcome to the 21st century! we've had fast charge for 5-10 years now :d
UgyvzHaKW7yZseajeeF4AaABAg,@lunarize,Eyo the video stopped outta nowhere 11:33,5 months ago,1759593245.864874,0,False,,2026-03-04 21:24:05,41,7,eyo the video stopped outta nowhere 11:33
UgxCZP2arw_bjsGe-4t4AaABAg,@ur_mikee,"I have 13pro max, should I upgrade?¿",5 months ago,1759593245.869055,0,False,,2026-03-04 21:24:05,36,7,"i have 13pro max, should i upgrade?¿"
UgxxTmZLmTDs-osPeFl4AaABAg,@familiencartagena2852,"My 3,5 year old android s22 ultra shoot prores raw, and open gate😊",5 months ago (edited),1759593245.871924,2,False,,2026-03-04 21:24:05,66,13,"my 3,5 year old android s22 ultra shoot prores raw, and open gate😊"
Ugx6hs6MDUqhJl5Zfpx4AaABAg,@BojanBojovic,Wishful thinking.,5 months ago,1759593245.8755,0,False,,2026-03-04 21:24:05,17,2,wishful thinking.
UgyQ_DnBKIB_yengJu14AaABAg,@sebastien79a,OrigArmor not available in UK?,5 months ago,1759593245.878223,0,False,,2026-03-04 21:24:05,30,5,origarmor not available in uk?
Ugy_8kB24wHR770SBlh4AaABAg,@LukeExists,"Great video, but I'm not sure 98 percent of people are going to actually notice if their cell phone is shooting in 8k vs 4k. I use my phone camera for work all the time, and even then 8k is always overkill. If I was doing some real film production, I would likely just opt for a dedicated camera. I don't know being able to shoot in 8k is something I really care about. I think what folks would notice most if they started shooting in 8k is how quickly their storage capacity goes to zero. 8k, to me, is little more than a marketing bullet point.",5 months ago,1759593245.881627,0,False,,2026-03-04 21:24:05,546,107,"great video, but i'm not sure 98 percent of people are going to actually notice if their cell phone is shooting in 8k vs 4k. i use my phone camera for work all the time, and even then 8k is always overkill. if i was doing some real film production, i would likely just opt for a dedicated camera. i don't know being able to shoot in 8k is something i really care about. i think what folks would notice most if they started shooting in 8k is how quickly their storage capacity goes to zero. 8k, to me, is little more than a marketing bullet point."
UgwB6JQWJvQiOxOvzqF4AaABAg,@frankcoutts390,Thanks 🤪,5 months ago,1759593245.886619,0,False,,2026-03-04 21:24:05,8,2,thanks 🤪
UgwTYxLy_8cDPVL2jKF4AaABAg,@vasudevmenon2496,"The reason I'm upgrading from pixel 7 to iPhone 17 base model is stronger SoC, better modem, better battery life and longer high quality 4k videos rather than seeing lower quality and camera too hot warnings even with Android 16. Pixel 10 was this year's contender but I couldn't justify 900$ versus iPhone 17 950$. The battery health assistance is reducing battery life by reducing voltage similar to my old 4a.",5 months ago,1759593245.891504,0,False,,2026-03-04 21:24:05,412,71,"the reason i'm upgrading from pixel 7 to iphone 17 base model is stronger soc, better modem, better battery life and longer high quality 4k videos rather than seeing lower quality and camera too hot warnings even with android 16. pixel 10 was this year's contender but i couldn't justify 900$ versus iphone 17 950$. the battery health assistance is reducing battery life by reducing voltage similar to my old 4a."
UgzKIf4N_JMglFWPMUZ4AaABAg,@ralf8766,"Thanks. What you are (for example) not answering:
1. Is the 17 pro‘s camera system notably better than the non pro for a camera power user (but gives a hoot about gaming) or is the 48MP  4x-tele camera  such a let down  even compared to a regular 17 that it‘s not worth having … or is it maybe just not that much better compared to an iphone 16 pro tele, but well worth having over i.e. the 2.5 tele in a 12 promax - not sure I read you clearly  on what you are saying there and nothing that Torras sells will fix that 😮

2. For a camera centric user, not married to apple (but rest of family is), is a 17 promax or pro max the phone to upgrade to if an uograde is needed or is there a much better camera phone (in actual output quality)  in i.e. the android world that ought to be considered instead?

3. Sim card or not: If you travel a lot and can choose which version phone you get, is there (today, not years ago) a reason to get one with sim card slot, despite the lesser battery  - maybe because there might still be countries where you can only manage with a physical simcard as a visitor (some Chinese people it is necessary in China for example, but IDK if that still really is the case). What are (if any) the arguments for using the version with sim card slot?

4. Camera synergy: Now with all cameras being 48MP, did anything improve i.e.  in terms  of the softness in the pictures in the zoomed inbetween actual lens focal length settings?",5 months ago,1759593245.896883,0,False,,2026-03-04 21:24:05,1453,280,"thanks. what you are (for example) not answering: 1. is the 17 pro‘s camera system notably better than the non pro for a camera power user (but gives a hoot about gaming) or is the 48mp 4x-tele camera such a let down even compared to a regular 17 that it‘s not worth having … or is it maybe just not that much better compared to an iphone 16 pro tele, but well worth having over i.e. the 2.5 tele in a 12 promax - not sure i read you clearly on what you are saying there and nothing that torras sells will fix that 😮 2. for a camera centric user, not married to apple (but rest of family is), is a 17 promax or pro max the phone to upgrade to if an uograde is needed or is there a much better camera phone (in actual output quality) in i.e. the android world that ought to be considered instead? 3. sim card or not: if you travel a lot and can choose which version phone you get, is there (today, not years ago) a reason to get one with sim card slot, despite the lesser battery - maybe because there might still be countries where you can only manage with a physical simcard as a visitor (some chinese people it is necessary in china for example, but idk if that still really is the case). what are (if any) the arguments for using the version with sim card slot? 4. camera synergy: now with all cameras being 48mp, did anything improve i.e. in terms of the softness in the pictures in the zoomed inbetween actual lens focal length settings?"
Ugz7K9PxTbjzC5GSJxF4AaABAg,@Keego0201,Apple got tired of everyone complaining their phone was too hot. Thats why they focused on cooling,5 months ago,1759593245.901141,0,False,,2026-03-04 21:24:05,98,17,apple got tired of everyone complaining their phone was too hot. thats why they focused on cooling
UgzzUC9549OdHUuVY0l4AaABAg,@MrJello8bw,yessir,5 months ago,1759593245.904604,0,False,,2026-03-04 21:24:05,6,1,yessir
UgwNcQrbVfgtzkb17h14AaABAg,@Justheretocomment-s3l,iPhone SE users,5 months ago,1759593245.90764,0,False,,2026-03-04 21:24:05,15,3,iphone se users
Ugy5n2L7CPu-IH3Xsnh4AaABAg,@Eric-w5r3z,It seems like every year we are promised such a  great experience or new features and it just doesn’t happen.,5 months ago,1759593245.910737,0,False,,2026-03-04 21:24:05,109,20,it seems like every year we are promised such a great experience or new features and it just doesn’t happen.
UgwRhAdrCyeRJewUHZZ4AaABAg,@Gxnt.,"I have been using samsung for 15 years and I wanna switch to apple since 16 came out, I guess it's time for a 17 pro max",5 months ago,1759593245.914457,0,False,,2026-03-04 21:24:05,120,27,"i have been using samsung for 15 years and i wanna switch to apple since 16 came out, i guess it's time for a 17 pro max"
UgzfNaUH8ZWOz8u2CtR4AaABAg,@DavidPerez-q2r,"Sorry, I do not like the design. Unfortunately, it's been reported that it scratches easily😢😢 and they still don't have Apple intelligence, wow, but they're good at listening to your conversation though",5 months ago (edited),1759593245.920106,0,False,,2026-03-04 21:24:05,202,32,"sorry, i do not like the design. unfortunately, it's been reported that it scratches easily😢😢 and they still don't have apple intelligence, wow, but they're good at listening to your conversation though"
UgxjpvwXSsJInn4EKNN4AaABAg,@AmorMesbahi,Why so hasty,5 months ago,1759593245.924997,0,False,,2026-03-04 21:24:05,12,3,why so hasty
Ugz_ZFdxU1KmVipZDBJ4AaABAg,@TheBlueOrb-w1l,"7:58 we need cyberpunk on iphone, that will make me switch",5 months ago,1759593245.927768,0,False,,2026-03-04 21:24:05,58,11,"7:58 we need cyberpunk on iphone, that will make me switch"
Ugwx0qIXg6ebS5vE8A94AaABAg,@slowdyve,Something missing? Premium design? It looks like a phone from Temu 😮,5 months ago,1759593245.931253,8,False,,2026-03-04 21:24:05,68,12,something missing? premium design? it looks like a phone from temu 😮
UgyiJVBKIUizGT57mF94AaABAg,@naturejokes,11:30 but they sold 16 by talking about ai,5 months ago,1759593245.934963,0,False,,2026-03-04 21:24:05,42,9,11:30 but they sold 16 by talking about ai
UgyV26UeLqs3U7x6zyp4AaABAg,@mshypezzz8586,"Icl going from an iphone x to a 17, I don't think sim slot or not matters 💀",5 months ago (edited),1759593245.938533,0,False,,2026-03-04 21:24:05,75,18,"icl going from an iphone x to a 17, i don't think sim slot or not matters 💀"
UgwZvVxx5QieOQEFPlt4AaABAg,@Peizxcv,"The photos still cannot keep up with Chinese phones and less than 0.5% of Pro Max users will ever user ProRes.

There is a reason iPhone 17 series is a “good deal” this year with upgraded hardware and no price increase; Apple had to because it’s lagging on AI and camera",5 months ago,1759593246.458132,0,False,,2026-03-04 21:24:06,270,51,the photos still cannot keep up with chinese phones and less than 0.5% of pro max users will ever user prores. there is a reason iphone 17 series is a “good deal” this year with upgraded hardware and no price increase; apple had to because it’s lagging on ai and camera
UgyXP2qYZI89Wepk9_h4AaABAg,@lgdneuro9586,the same that happened with the iPad Pro M1..It was way too powerful for what the iPad could do with it. It is in my opinion too powerful for what we have available on the iPad.,5 months ago,1759593246.460794,0,False,,2026-03-04 21:24:06,177,36,the same that happened with the ipad pro m1..it was way too powerful for what the ipad could do with it. it is in my opinion too powerful for what we have available on the ipad.
Ugwt6IH6rdCmkf-qUYV4AaABAg,@omarspost,"Can you do a video on the Air. 
Nobody asked for this premium build compromised spec phone.
I think the real reason it exists has something to do with the foldable coming out next yr.
They need real world feedback from a thin phone before sandwiching 2 together.",5 months ago (edited),1759593246.463286,0,False,,2026-03-04 21:24:06,262,48,can you do a video on the air. nobody asked for this premium build compromised spec phone. i think the real reason it exists has something to do with the foldable coming out next yr. they need real world feedback from a thin phone before sandwiching 2 together.
UgwbGffuMCOUH6FBb0d4AaABAg,@firebird690,"As an iphone 13 pro user, I have loved how long its taken before I’m tempted to upgrade. Not yet tempted, but I could see it happening next 2 years. 5-6 years before feeling like upgrading is so good. It seems like yesterday we were doing 2 yearly upgrades just for the new battery.",5 months ago,1759593246.465743,0,False,,2026-03-04 21:24:06,282,54,"as an iphone 13 pro user, i have loved how long its taken before i’m tempted to upgrade. not yet tempted, but i could see it happening next 2 years. 5-6 years before feeling like upgrading is so good. it seems like yesterday we were doing 2 yearly upgrades just for the new battery."
Ugx4chsU9raCBTQ2rId4AaABAg,@Random_Posts_418,How much of an upgrade would it be from a iphone 14 pro max?,5 months ago,1759593246.468191,0,False,,2026-03-04 21:24:06,60,14,how much of an upgrade would it be from a iphone 14 pro max?
Ugx5Q2l6XfR89e0S1Jp4AaABAg,@raulandrei7926,2:04  is the shot before or after the editing done?,5 months ago,1759593246.47094,0,False,,2026-03-04 21:24:06,51,10,2:04 is the shot before or after the editing done?
Ugww2QLKS4U5D5qoGlN4AaABAg,@JoshGarris,"“The Air is less likely to steal people from the pros.” 

EXTREMELY disagree.",5 months ago,1759593246.473478,0,False,,2026-03-04 21:24:06,77,13,“the air is less likely to steal people from the pros.” extremely disagree.
Ugx-aM7I5QHK7lIDzjB4AaABAg,@stonertony314,"2:33 you can switch back from the auto switch to the camera you want to use by clicking the little yellow flower iconthat appears in the bottom left corner, or bottom right in landscape",5 months ago,1759593246.475957,1,False,,2026-03-04 21:24:06,185,34,"2:33 you can switch back from the auto switch to the camera you want to use by clicking the little yellow flower iconthat appears in the bottom left corner, or bottom right in landscape"
UgzVsrqMKOcpxA7LHch4AaABAg,@lightofknowledge713,Only thing missing from u is pixel 10 review,5 months ago,1759593246.478478,0,False,,2026-03-04 21:24:06,44,9,only thing missing from u is pixel 10 review
UgziNVXa4_n7HCh_j-p4AaABAg,@a.alg0hary549,Worst phone Design,5 months ago,1759593246.48098,0,False,,2026-03-04 21:24:06,18,3,worst phone design
UgxmodcYjw3PlLm_tlh4AaABAg,@JohnPlayz22,Dang,5 months ago,1759593246.483444,0,False,,2026-03-04 21:24:06,4,1,dang
UgwThN_8C89URyMLvVZ4AaABAg,@r.athebeast3763,"Arun I really like your content and I enjoy the new style as well. However, I really miss when you reviewed more than pixels, Samsungs, and iPhones. It makes it seem like there are only 3 companies which is far from the truth. I hope this comment reaches you and it's taken as nothing but a friendly criticism , do what you want of course.",5 months ago,1759593246.485933,0,False,,2026-03-04 21:24:06,339,65,"arun i really like your content and i enjoy the new style as well. however, i really miss when you reviewed more than pixels, samsungs, and iphones. it makes it seem like there are only 3 companies which is far from the truth. i hope this comment reaches you and it's taken as nothing but a friendly criticism , do what you want of course."
Ugz4WMpC81V899sAXxp4AaABAg,@miguelcanogallo7314,"It’s unbelievable that they are releasing “new and improved technology” possibly for Apple AI while they still haven’t released a proper Apple AI version. At this point, when they do release it, the Iphone 16 (which was the phone “made for Apple AI”) will be obsolete. Apple should be held accountable.",5 months ago,1759593246.488396,0,False,,2026-03-04 21:24:06,302,51,"it’s unbelievable that they are releasing “new and improved technology” possibly for apple ai while they still haven’t released a proper apple ai version. at this point, when they do release it, the iphone 16 (which was the phone “made for apple ai”) will be obsolete. apple should be held accountable."
Ugx4FppzEQMHIZT5LWN4AaABAg,@bakersuccs,I had a 16 pro max… and this 17 pro max is so so so much faster it’s hard to explain the phone is just a rocket at everything,5 months ago,1759593246.490841,0,False,,2026-03-04 21:24:06,125,29,i had a 16 pro max… and this 17 pro max is so so so much faster it’s hard to explain the phone is just a rocket at everything
UgwFwSEzd-UrcyYONER4AaABAg,@niclzz6806,Is he wearing a Boss sweatshirt? I can't tell.,5 months ago,1759593246.561092,0,False,,2026-03-04 21:24:06,46,9,is he wearing a boss sweatshirt? i can't tell.
UgwcwgNLtodIIwC83gl4AaABAg,@bigduck2196,😂😂i dont even have an iphone😂😂😂😂😂,5 months ago,1759593246.563738,1,False,,2026-03-04 21:24:06,33,6,😂😂i dont even have an iphone😂😂😂😂😂
UgzRzHjOz0RzFZWDP194AaABAg,@likeclockwork723,Holy shit an hour to get to 90%? And that's good? My OP13 has really made me forget about charging times,5 months ago,1759593246.567297,0,False,,2026-03-04 21:24:06,104,21,holy shit an hour to get to 90%? and that's good? my op13 has really made me forget about charging times
UgzkXj1d7c7j0-Issv94AaABAg,@stonertony314,"2:04 my question is, if you change the camera setting to square, does it use the whole sensor?🤔",5 months ago,1759593246.569883,0,False,,2026-03-04 21:24:06,95,18,"2:04 my question is, if you change the camera setting to square, does it use the whole sensor?🤔"
UgzwtRdzYvjoVpM30_J4AaABAg,@er404,"We know hows intel chips are made. Like they developed i9, but the chances of success in every production line is very low. Most of them are defective. A littlle defective will become i7, and few more defects will make i5. Each with increasing % volume as output.
I bet apple engineers have already started making A30 bionic. And they are making up their inventory, and thus they get a better processor every year.",5 months ago,1759593246.572405,0,False,,2026-03-04 21:24:06,414,74,"we know hows intel chips are made. like they developed i9, but the chances of success in every production line is very low. most of them are defective. a littlle defective will become i7, and few more defects will make i5. each with increasing % volume as output. i bet apple engineers have already started making a30 bionic. and they are making up their inventory, and thus they get a better processor every year."
Ugyp9BKlmpe5MGszDBd4AaABAg,@light_bringer_82,Will wait for S26 Ultra,5 months ago,1759593246.575888,6,False,,2026-03-04 21:24:06,23,5,will wait for s26 ultra
Ugyp9BKlmpe5MGszDBd4AaABAg.ANODy9ZbFs6ANPoatIXadW,@TrevorClaretAdrian,And you'll wait for iPhone 18,5 months ago,1759593246.920872,0,True,,2026-03-04 21:24:06,29,6,and you'll wait for iphone 18
UgxL5iDN38xjAC-ncMp4AaABAg,@motolearn,"And when Apple goes back to using titanium, it will no doubt also be such a good perk for durability. Whatever Apple does we must give them a thumbs up.",5 months ago (edited),1759593247.527721,0,False,,2026-03-04 21:24:07,152,30,"and when apple goes back to using titanium, it will no doubt also be such a good perk for durability. whatever apple does we must give them a thumbs up."
Ugxi3sU84xrF0noyxYd4AaABAg,@AgentSmith2K,Is this going to be coined “Edge Scratch Gate” 🤣,5 months ago (edited),1759593247.531214,0,False,,2026-03-04 21:24:07,48,10,is this going to be coined “edge scratch gate” 🤣
Ugy60-7m_DbJLOs6U994AaABAg,@Hannibal-i4i,"Really good having Arun around for him to be able to guide me through the tech world, definetly getting a base IPhone 17 this year.",5 months ago,1759593247.533939,1,False,,2026-03-04 21:24:07,131,25,"really good having arun around for him to be able to guide me through the tech world, definetly getting a base iphone 17 this year."
Ugy8kWreVPIEtUNw6ZN4AaABAg,@lyndonbull3581,"Side note, I currently run an iPhone 15 plus, which I have been incredibly impressed with after moving from Android after many years. Up until recently it was a battery monster, all day and always 40 percent left. Since loading iOS 26 three days ago, I now have 20 percent at the end of the same days usage. I don’t think this is coincidental. I love my phone even though I gave up 120hz refresh rate and better cameras, but Apple should look after users like me better, it smells of trying to upsell you and force you to buy a 17",5 months ago,1759593247.537208,1,False,,2026-03-04 21:24:07,530,102,"side note, i currently run an iphone 15 plus, which i have been incredibly impressed with after moving from android after many years. up until recently it was a battery monster, all day and always 40 percent left. since loading ios 26 three days ago, i now have 20 percent at the end of the same days usage. i don’t think this is coincidental. i love my phone even though i gave up 120hz refresh rate and better cameras, but apple should look after users like me better, it smells of trying to upsell you and force you to buy a 17"
UgxRzI8qAWCupGmrZmZ4AaABAg,@cooperbyrne2009,To be real I phone 17 pro and pro max look like there from tumu,5 months ago,1759593247.539862,0,False,,2026-03-04 21:24:07,63,15,to be real i phone 17 pro and pro max look like there from tumu
UgwLVkQ3-0p23W0KPLN4AaABAg,@flipmodegaming9282,Looks unique? A lot of android phone has the same look with a bulky camera on the back tho,5 months ago,1759593247.542364,0,False,,2026-03-04 21:24:07,90,19,looks unique? a lot of android phone has the same look with a bulky camera on the back tho
UgxZA4roHaXWUAYJYeF4AaABAg,@michael.mikaeI,Just call it a Camera bump 😮‍💨,5 months ago,1759593247.546715,1,False,,2026-03-04 21:24:07,30,7,just call it a camera bump 😮‍💨
UgwmY9KmPb5mJpczTYN4AaABAg,@NABILFTW,Xr in 2025?😢😢,5 months ago,1759593247.549296,0,False,,2026-03-04 21:24:07,13,3,xr in 2025?😢😢
UgxNErDCiudp3aDItwp4AaABAg,@RileyTaylor-e3d,"Basically the regular iPhone 17 cameras and hardware are not noticeably different to the Pro model…
“Until” Apple maybe puts out huge software enhancements in the next few years.",5 months ago,1759593247.554174,0,False,,2026-03-04 21:24:07,178,29,basically the regular iphone 17 cameras and hardware are not noticeably different to the pro model… “until” apple maybe puts out huge software enhancements in the next few years.
UgyLtdaVxHLK-AQpqJZ4AaABAg,@emmanuelalabi1560,"I miss when he ends his video saying 
"" Thanks for watching, my name is  Arun and this is Mrwhosetheboss"" 🫡",5 months ago,1759593247.557627,0,False,,2026-03-04 21:24:07,107,21,"i miss when he ends his video saying "" thanks for watching, my name is arun and this is mrwhosetheboss"" 🫡"
UgxvmicYBCE5gKvfYJ14AaABAg,@viber6248,0:24 Ron Swanson,5 months ago,1759593247.563931,0,False,,2026-03-04 21:24:07,16,3,0:24 ron swanson
UgxhYXVJHVch1t5nZPd4AaABAg,@skinnierthanchuubitch,this video felt like one huge advert was it really needed to interject and promote like 5 different products?,5 months ago,1759593247.56758,0,False,,2026-03-04 21:24:07,109,19,this video felt like one huge advert was it really needed to interject and promote like 5 different products?
Ugy7Q0p35IkaCUeT88N4AaABAg,@thewk8709,"How did we get to the point where Android is more polished than IOS?
Having the most polished OS was always the most thing they were proud of.

What happened to Apple?",5 months ago,1759593247.570155,0,False,,2026-03-04 21:24:07,167,32,how did we get to the point where android is more polished than ios? having the most polished os was always the most thing they were proud of. what happened to apple?
Ugz8CsvD0MJVQo3tVXx4AaABAg,@MotivationMindsetU,"I also feel like in terms of cooling with that aluminum it’s gonna be even worse than the titanium phones here in Arizona if they’re not testing that phone in Arizona during the summer, then it ain’t gonna work",5 months ago,1759593247.573804,0,False,,2026-03-04 21:24:07,210,39,"i also feel like in terms of cooling with that aluminum it’s gonna be even worse than the titanium phones here in arizona if they’re not testing that phone in arizona during the summer, then it ain’t gonna work"
UgxfsZQpsdvPNXLOOLF4AaABAg,@ishmamahmed8563,Please compare iphone 17 with 16 pro. Many people are saying 17 is a better option!,5 months ago,1759593247.5797,0,False,,2026-03-04 21:24:07,83,16,please compare iphone 17 with 16 pro. many people are saying 17 is a better option!
UgwU0RpGkAhKz6ob5714AaABAg,@TE_-.-,8K in a Phone makes no sense and im am happy that apple didnt go that way.,5 months ago,1759593247.584666,2,False,,2026-03-04 21:24:07,74,17,8k in a phone makes no sense and im am happy that apple didnt go that way.
UgyY0pYf2jS3JYoySv14AaABAg,@lynguryn,"They're making these upgrades so that the next iPhones will introduce features that take advantage of them, but those will also come with an unfinished feature, that will only make sense when the iPhone 19 drops, and so on",5 months ago,1759593247.588288,1,False,,2026-03-04 21:24:07,222,39,"they're making these upgrades so that the next iphones will introduce features that take advantage of them, but those will also come with an unfinished feature, that will only make sense when the iphone 19 drops, and so on"
Ugw-49kLYRu4WYo3tad4AaABAg,@trndogaming,If the plus phones were still around.. Then it would have sold the most. Apple clearly knew about this and pulled the plug,5 months ago,1759593247.590895,0,False,,2026-03-04 21:24:07,122,23,if the plus phones were still around.. then it would have sold the most. apple clearly knew about this and pulled the plug
