rating,text,title,date,city
5,Good,Awesome,Sep 2024,Durgapur Mc
5,Mind blowing,Terrific,Sep 2024,Vikarabad District
5,Amit,Best in the market!,Sep 2024,Hyderabad
5,Very nice,Perfect product!,Sep 2024,Barpeta
5,Go for it. ABHIJEET KAUSHIK,Terrific purchase,Sep 2024,Muzaffarnagar
5,you are having iphone 12 or 13 u can go for upgrade it would cost u less if you exchange it. Camera and battery is much better than iphone13. I have upgraded from iphone 13.,Brilliant,Sep 2024,Bengaluru
5,If you are having iphone 12 or 13 u can go for upgrade it would cost u less if you exchange it. Camera and battery is much better than iphone13. I have upgraded from iphone 13.,Highly recommended,Sep 2024,Bengaluru
5,Mind blowing,Simply awesome,Sep 2024,Patna
5,Excellent,Super!,Sep 2024,Hugli District
5,Great,Highly recommended,Sep 2024,Jakhalmandi
5,Excellent,Must buy!,Sep 2024,Rewari
5,Too good,Awesome,Sep 2024,Rae Bareli
1,Over-all no doubt its a very good series but battery draining too fast I use only 2 hours... And the battery from 77 to 50 only 2 hours. I SUGGEST TO EVERYONE DONT BUY IN SALE deeshu,Not recommended at all,Sep 2024,Orai
4,Shajahan,Very Good,Sep 2024,Raiganj
1,Overt hating since day one,Hated it!,Sep 2024,Pimpri Chinchwad
5,Good phon and performance .nice one qwality,Awesome,Sep 2024,Pimpri Chinchwad
5,Neeraj,Perfect product!,Sep 2024,Noida
5,Phone is way to good,Highly recommended,Sep 2024,Howli
5,"Superb, 1 no, thank you flipkart. soman nayak",Great product,Sep 2024,Kendujhar District
5,Everything Good ROCKY BORO,Must buy!,Sep 2024,Bangalore
5,All rights best for one handed use normally use best iPhone with standard show,Awesome,Sep 2024,Adampur
5,Nice one... Camera beast sivaprasad,Terrific purchase,Sep 2024,Thiruvananthapuram
5,"I recently upgraded to the iPhone 15 256 GB variant, and it has been an incredible experience so far! The design is sleek and modern, and the lightweight feel makes it easy to handle. The display is sharp with vibrant colors, making media consumption a joy. The A16 Bionic chip ensures super-fast performance, whether Im multitasking, gaming, or using high-demand apps. The camera quality is a huge upgrade, capturing stunning photos even in low light, with the new features making every shot fe...",Fabulous!,Sep 2024,Pune
5,"You, guyz love this model damn sure. Everything is perfect except battery its horrible",Terrific,Sep 2024,Kanpur
5,Sexy looks,Terrific,Sep 2024,Patna
5,So far so good,Super!,Sep 2024,Bongaigaon District
5,First ever Iphone Open Box Delivery Successfully Done. Flipckart is Trusted brand for online iPhones purchasing IPhone 15 is Amazing Happy to shopping with flipckart,Perfect product!,Sep 2024,Mumbai
5,"Superfast, Snappy !!",Must buy!,Sep 2024,Saharanpur
5,Awesome product SUDDHABRATA MONDAL,Wonderful,Sep 2024,Bengaluru
5,Excellent,Excellent,Sep 2024,Bhiwandi
5,Good product Good camera. Good portrait anjos Babu M,Terrific,Sep 2024,Edathiruthy
5,Thank you very much for your support and,Worth every penny,Sep 2024,Ludhiana
4,I PURCHASED BY FLIPCART IN BIG BILLION RECEIVED GOOD I PHONE,Really Nice,Sep 2024,Noida
5,Expected,Perfect product!,Sep 2024,Udaipur
5,Extraordinary performance,Best in the market!,Sep 2024,Murshidabad District
5,love it,Worth every penny,Sep 2024,Konkan Division
5,Good,Simply awesome,Sep 2024,Pimpri Chinchwad
5,This phone is a,Awesome,Sep 2024,Nabagram Colony
1,Facing heating issues dont buy this product,Absolute rubbish!,Sep 2024,Baleshwar District
4,Apple is,Very Good,Sep 2024,Hamirpur
5,Amazing product.so nice Raghav gupta,Just wow!,Sep 2024,Amritsar
5,Product is good But if you can afford 15 plus that is better,Awesome,Sep 2024,Sonepat
4,Mohammed,Nice product,Sep 2024,Kolar
5,Good product in Good Rate ujjawal kumar,Must buy!,Sep 2024,Jamshedpur
5,"Great photo great phone Its quite likely the best iPhone release in years, with a soft build and smooth edge making for the most holdable iPhone ever.",Mind-blowing purchase,Sep 2024,Chhatarpur
5,Anupam,Terrific,Sep 2024,Lucknow
5,Upgraded from XR. The phone is just amazing. Just go for it,Excellent,Sep 2024,Sukma
5,Good Product! Seller is trustworthy! Flipkart open box policy is brilliant. Value for money.,Simply awesome,Sep 2024,Guwahati
5,"Its my first iphone, just love it MAnnu CHamoli",Excellent,Sep 2024,Rishikesh
5,Awesome shyam chouhan,Terrific,Sep 2024,Bharuch
5,Ovearall good Nischal .p.r,Brilliant,Sep 2024,Bangalore
5,Phone is very beautiful build quality is very strong,Fabulous!,Sep 2024,Katihar
5,Awesome,Worth every penny,Sep 2024,New Town
5,Original phone..I am happy with Flipkart services,Worth every penny,Sep 2024,Sirsa
5,This is my childhood crush and I loved it the performance of the phone is awesome and looks wise marvelous...apple rocked it with this phone praveen kumar,Best in the market!,Sep 2024,Visakhapatanam
5,The device is rattling.,Terrific,Sep 2024,Hyderabad
5,Thanks For best deals dev gurjar,Terrific purchase,Sep 2024,Indore
5,Overall its a very good product,Just wow!,Sep 2024,Nagpur
4,Overall good,Really Nice,Sep 2024,Murshidabad District
5,Excellent performance,Fabulous!,Sep 2024,Numaligarh Refinery Township
4,Everything Is perfect except battery performance,Very Good,Sep 2024,Kanpur
5,Super performance amazing price,Awesome,Sep 2024,Thane
5,Raj,Worth every penny,Sep 2024,Indore
5,Fit h boss mustaqeem,Fabulous!,Sep 2024,New Delhi
5,Overall it was good with good packaging .,Just wow!,Sep 2024,Kangra
5,Awesome picture quality Loved it,Mind-blowing purchase,Sep 2024,Ashok Nagar
5,SURAJ SHINDE,Just wow!,Sep 2024,Pune
5,Rajesh,Simply awesome,Sep 2024,Vadodara
5,Nothing but good !,Simply awesome,Sep 2024,Surat
4,Just wow ...,Good quality product,Sep 2024,Santoshpur
3,Vikash,Good performance,Sep 2024,Biharsharif
5,Best phone highly recommended MIHIR RANJAN DAS,Highly recommended,Sep 2024,Chennai
5,"Good phone, bought in BBD sale, got the original one, last year I bought iPhone 14 from BBD sale and it was also brand new phone! Thank you team flipkart.",Mind-blowing purchase,Sep 2024,Ahmedabad
3,Jyotirmoy,Decent product,Sep 2024,Jaipur
5,Loved it..,Simply awesome,Sep 2024,Bilaspur District
5,excellent device and beautiful colur....premium in hand feel,Must buy!,Sep 2024,Kolkata
5,Excellent,Fabulous!,Sep 2024,Rewari District
5,Nice product value for money product,Just wow!,Sep 2024,Jetpur Navagadh
5,"Fantastic product, special screen and camera are mind-blowing",Mind-blowing purchase,Sep 2024,Araria
3,Shahid,Nice Phone,Sep 2024,Siwan District
5,All the,Worth every penny,Sep 2024,Jaipur
5,Superb,Simply awesome,Sep 2024,Hyderabad
5,Just one word,Great product,Sep 2024,New Delhi
5,First iPhone and best camera quality Genuine product from flipkart,Classy product,Sep 2024,Sarangpur
5,Amazing product by Apple.... Please Experience it once in a life.... Marvelous product and performance by Apple phone... Thats called a Luxury... Thank you Flipkart for providing me Apple smartphone with sufficient price amount... Once again Thank you Flipkart.... Vaibhav CHUDASAMA,Great product,Sep 2024,Amreli
5,everything is perfect Vicky kumar,Brilliant,Sep 2024,Jehanabad District
5,BEST PHONE TO BUY IN 2024,Classy product,Sep 2024,Jaipur
5,Excellent,Great product,Sep 2024,East Godavari District
5,Great feel and ios 18 makes it worth it..big billion sale was worth the wait !!,Worth every penny,Sep 2024,Gurugram
4,Apple charges you a flagship amount for iphone 15 but the experience falls short of being satisfactory. The heating issue while charging or performing a heavy task is a nuisance. The Dynamic Island also feels a bit gimmicky and the battery is not enough to last a full day on heavy usage. The pros are the excellent cameras and general smooth performance coupled with a solid software. sachit pathak,Good choice,Sep 2024,Pathiar
5,Upgraded from 12 mini to 15 in this bbd really can see the speed and cam quality better to go for this now then 16 as its going to save you huge money with same features,Fabulous!,Sep 2024,Kolkata
5,Order in a big billion day sale. Got a genuine product only battery back up is less. I would say people who need more battery go for iPhone plus,Simply awesome,Sep 2024,Hyderabad
5,Great experience with i phone 15 !!,Wonderful,Sep 2024,Bhiwandi
5,Good product,Brilliant,Sep 2024,Bardhaman
5,Love the product Everything is balanced in phone No issues,Classy product,Sep 2024,Etawah
5,Best phone in the world,Awesome,Sep 2024,Lakhimpur
5,The mobile is heating up quickly and too much heat other than that everything is awesome Pranesh R,Brilliant,Sep 2024,Muthur
5,Finally got an iPhone for just 50K during the BBD Sale 2024. Huge 21 Discount by Flipkart. The iPhone 15 is a good budget phone in late 2024. I got an iOS update immediately after the phone setup. Rear camera is really awesome but front camera needs more improvement in pixel only 12 megapixel not sufficient for selfie iPhone 15 ios 18 has good features. Overall I am satisfied with the product finally.,Worth every penny,Sep 2024,Pune
4,Nice product UJJWAL,Good quality product,Sep 2024,Bhiwadi
5,Great Purchase At Great price in BBD.,Excellent,Sep 2024,Ahmedabad
5,Nice product,Brilliant,Sep 2024,Pimpri Chinchwad
5,I just love the design.The colour is so pretty . Camera is also good. But it heats up very quickly. It feels luxurious with hand .,Terrific,Sep 2024,Bhubaneswar
4,Siddharth,Very Good,Sep 2024,Belgaum
5,Superb performance and camera quality is too good,Brilliant,Sep 2024,Medinipur
5,Excellent,Perfect product!,Sep 2024,Bengaluru
5,shubham rajgure,Terrific purchase,Sep 2024,Mumbai
5,iPhone is iPhone You cant compare Shashank parmar,Just wow!,Sep 2024,Dewas
5,Loved this.,Perfect product!,Sep 2024,Noida
5,Awesome,Great product,Sep 2024,Pune
5,Awesome mobile,Great product,Sep 2024,Hyderabad
5,Satisfied with my iPhone.. Fastest delivery by Flipkart!,Great product,Sep 2024,Ernakulam
5,"The best iPhone if compared to other iphone models, Best Camera, Oled display, Even battery is good. Thank you Flipkart for the amazing offer on the amazing phone .",Just wow!,Sep 2024,Bengaluru
5,Aveli,Wonderful,Sep 2024,Hyderabad
5,Awesome,Awesome,Sep 2024,Kamrup Metropolitan District
5,My dream phone.,Super!,Sep 2024,Bengaluru
5,Excellent camera quality.... Light weight....,Wonderful,Sep 2024,Kolkata
4,iphone is always good shubhanshu rawat,Delightful,Sep 2024,Ghaziabad
5,fall in love with it,Great product,Sep 2024,Ahmadnagar
5,Nice phone camera clarity is good Thank you flipkart Overall phone is super,Great product,Sep 2024,Hyderabad
4,Nice and interesting product,Good quality product,Sep 2024,Durgapur
5,This phone is very classy looks good to use who love to explore technology,Terrific,Sep 2024,Navi Mumbai
5,My First iPhone,Perfect product!,Sep 2024,Barharwa
5,I love,Mind-blowing purchase,Sep 2024,New Delhi
5,"Nice phone, no doubt best in market with least price DEBASIS KUNDU",Simply awesome,Sep 2024,Raiganj
5,Best product in this price range.,Simply awesome,Sep 2024,Rae Bareli
4,Better choice,Very Good,Sep 2024,Bengaluru
4,Great handy phone in this budget. The camera is really good. Performance is enough. Overall I can say its a value for money phone.,Wonderful,Sep 2024,Rangpo
5,"Amazing! Recieved original product , checked its serial number and then did the payment. However , the delivery boy was a bit annoying. He wanted things to get done fast which it disturb my checking session.",Brilliant,Sep 2024,New Delhi
5,All everything is good phone is fantastic camera beautiful phone looking good delivery faster but delivery partner not caring unboxeing tool they are using bike key and damage phone box I m not like it and battery is not good very fast discharge,Great product,Sep 2024,Guwahati
5,GOOD PRODUCTS,Mind-blowing purchase,Sep 2024,Bhubaneswar
5,Good,Awesome,Sep 2024,Bengaluru
5,Worth every penny Chandan Sah 1,Best in the market!,Sep 2024,East Godavari District
5,Awesome,Great product,Sep 2024,Delhi Division
5,Great Phone. Has an excellent camera . The software optimisation is very good. The speakers are loud and very clear . Decent battery life.,Just wow!,Sep 2024,Tirupathur District
4,Product is good Display look and performance very good Little bit hiting issue Must buy,Nice product,Sep 2024,Patan District
5,EMAMUDDIN ANSARI,Just wow!,Sep 2024,New Delhi
5,Good,Must buy!,Sep 2024,Mumbai
5,Go for it.,Highly recommended,Sep 2024,Pune
5,Pranav A S,Terrific,Sep 2024,Chennai
5,Just wow product.....,Must buy!,Sep 2024,New Delhi
5,Superb,Best in the market!,Sep 2024,Noida
4,Good one awesome,Wonderful,Sep 2024,Chennai
5,Very genuine product. Camera is outstanding as well as performance Ronju miya,Simply awesome,Sep 2024,Berhampore
5,"Good design,comfortable in hand and light weight. Blue colour is best for it .",Super!,Sep 2024,Greater Noida
5,Good performance. Best camera quality.,Super!,Sep 2024,Hyderabad
5,Nice thank you flipkart,Mind-blowing purchase,Sep 2024,Mumbai
5,Good,Brilliant,Sep 2024,Seoni
5,Very attractive and worth it product,Classy product,Sep 2024,Mohali
5,Nice product in 1 day Delivered Nice features Camera ramp,Just wow!,Sep 2024,Hyderabad
4,"Good build quality, best performance , Great design.. sumit yadav",Nice product,Sep 2024,Gurugram
5,Veryy good,Perfect product!,Sep 2024,Sonepur
5,Superb,Wonderful,Sep 2024,Hasimnagar
5,What a Phone SUPRIYA DUTTA,Worth every penny,Sep 2024,Chakdaha
5,Nice . Camera performance are superb display are amazing I loved it.,Awesome,Sep 2024,Padappai
5,Best product,Super!,Sep 2024,Nashik
5,Very nice,Awesome,Sep 2024,New Delhi
5,"Product is good, iphone is always best no matter what android provide. 5G connectivity is best on iphone as compare to android Rahul patel",Worth every penny,Sep 2024,New Delhi
5,Good Product Fast Delivery Thank You Flipcart CHAUDHARI NILESHBHAI,Worth every penny,Sep 2024,Patan
5,Excellent phone,Classy product,Sep 2024,Patna
5,Lovely Thank you,Classy product,Sep 2024,Uttar Bagdogra
5,Super phone and good looking...,Fabulous!,Sep 2024,Bengaluru
5,Excellence phone,Classy product,Sep 2024,Ahmedabad
5,"First iPhone, love it! great UX, smart communication between macbook air ipad and iphone. Amazing display and sound quality",Simply awesome,Sep 2024,Udupi
5,Just go for it.,Excellent,Sep 2024,Gurugram
5,I love it.,Terrific,Sep 2024,Bulandshahr
5,Sharan Y P,Mind-blowing purchase,Sep 2024,Chikkaballapura District
5,Good deal! Thank you Flipkart!,Super!,Sep 2024,Erode
5,Best phone. And this color is also great in look. Kareena P puri,Terrific purchase,Sep 2024,Lucknow
5,Good product,Must buy!,Sep 2024,Mumbai
5,Awesome Product... I loved it.. especially the colour.. iPhone 15,Classy product,Sep 2024,Ranaghat
5,Thank you Flipkart its my 4th apple product Praful Pratap singh,Brilliant,Sep 2024,Dhampur
4,nice product!!! recevied same product as shown.,Good quality product,Sep 2024,Vadodara
4,Love,Worth the money,Sep 2024,Nagpur
5,48Mp camera is just amazing,Awesome,Sep 2024,Dharwad
5,Nice product Nice Delivery,Awesome,Sep 2024,Jind
5,very good fast delevery,Best in the market!,Sep 2024,Rajkot
5,very good,Perfect product!,Sep 2024,Rajkot
5,Good Product Pavan N,Simply awesome,Sep 2024,Sira
5,Value for Money DILSHAD KHAN,Brilliant,Sep 2024,New Delhi
5,Heating issue only the problem while charging.. Other wise best product Ramesh S,Just wow!,Sep 2024,Panagudi
5,Awesome phone with high specs and top quality camera and design along with iOS 18 from Apple. Worth every penny.,Perfect product!,Sep 2024,Fatehpur Fatehpur District
5,Better it is useful product vbnsmmskbzbmznndbbkennnxnnmkzmbfbtv bn,Terrific,Sep 2024,Patna
5,,Best in the market!,Sep 2024,Raigarh District
5,Super Duper,Perfect product!,Sep 2024,Berhampore
5,Very nice pink colour. Perfect phone for the price. Updated to latest software. No heating issue.,Super!,Sep 2024,Bhopal
5,10 minute delivery is awesome Thank you Flipkart i received this item within the TAT,Classy product,Sep 2024,Bengaluru
5,just go for the pink.. best color for females and pink lovers,Terrific purchase,Sep 2024,New Delhi
5,Awesome product ....,Terrific,Sep 2024,Hyderabad
5,awesome deal and quick delivery Fhanindra babu,Terrific purchase,Sep 2024,Bengaluru
5,Amazing product,Mind-blowing purchase,Sep 2024,Balurghat
5,Nice product,Brilliant,Sep 2024,Pimpri Chinchwad
5,Partha pratim,Wonderful,Sep 2024,Panihati
5,Apple for sure,Wonderful,Sep 2024,Krishnanagar
5,Vey nice product in this segment ADITYA SHARMA,Fabulous!,Sep 2024,Firozabad
5,We love this product mahesh reddy ravulapati,Awesome,Sep 2024,Hyderabad
5,Superb its too much thanks apple.,Terrific,Sep 2024,New Delhi
5,Superb,Worth every penny,Sep 2024,Pune
3,Okay phone nothing extraordinary.,Just okay,Sep 2024,New Delhi
4,Super phone....,Pretty good,Sep 2024,Hyderabad
5,Best price,Brilliant,Sep 2024,Yavatmal
5,Excellent design,Classy product,Sep 2024,Afzalpur
5,Overall happy with device and Flipkart service,Perfect product!,Sep 2024,Bharuch
5,Mindbblowing,Awesome,Sep 2024,Tenali
5,Extraordinary phone,Classy product,Sep 2024,Chennai
4,Vismay,Very Good,Sep 2024,Vadodara
5,Priyabrata patra,Must buy!,Sep 2024,Ghatagaon
5,iPhone is excellent. Excellent Camera. Got it in BBD 24,Must buy!,Sep 2024,Bangalore Division
5,"Phone has been delivered in just 5minutes , unbelievable, Thanks Flipkart for such a easy delivery. Varsha G m",Highly recommended,Sep 2024,Bengaluru
5,Nice and handy phone. Good for those who passionate in phone. Everything is good expect battery,Mind-blowing purchase,Sep 2024,Bengaluru
5,Rahul,Excellent,Sep 2024,Bengaluru
5,Its excellently good,Classy product,Sep 2024,Kalol Gandhinagar District
5,Nice product good work thank you PATUBHAI SOLANKI,Perfect product!,Sep 2024,Ahmedabad
5,Love the pink colour,Perfect product!,Sep 2024,Indore
5,Vishal,Brilliant,Sep 2024,Pimpri Chinchwad
5,Good,Great product,Sep 2024,Siliguri
5,Chand,Fabulous!,Sep 2024,Rewari
5,Best phone in world,Just wow!,Sep 2024,Kanpur
5,Bas osm... thx flipkart and saler MD. SARWAR,Terrific,Sep 2024,Aurangabad
5,best price NAVENDRA SAXENA,Highly recommended,Sep 2024,New Delhi
2,Average G,Not good,Sep 2024,Hindupur
5,Awesome product great feeling first time Iphone...,Fabulous!,Sep 2024,Ahmedabad
5,Best product,Must buy!,Sep 2024,Dharwad
5,Allrounder go for it.,Wonderful,Sep 2024,Lucknow District
4,Good pho,Really Nice,Sep 2024,Vijapura
1,Battery drain Nishanth kumar,Dont waste your money,Sep 2024,Hyderabad
5,Shivaa,Just wow!,Sep 2024,Solan District
5,Good products but software not good working,Terrific,Sep 2024,Rohtak
5,Im Satisfied with this product,Perfect product!,Sep 2024,Sitapur
5,Sharukha,Awesome,Sep 2024,Mahu Kalan
4,Excellent phone performance are very nice Aman mukherjee,Worth the money,Sep 2024,Purnia District
5,Best Always....,Super!,Sep 2024,Prayagraj
5,Nice phon,Terrific,Sep 2024,Patratu
5,Osm experience,Excellent,Sep 2024,Hsiidc Sohna
5,Overall value for money smart phone,Highly recommended,Sep 2024,Greater Noida
5,Great product,Super!,Sep 2024,Gurugram
5,ema bal,Awesome,Sep 2024,New Delhi
5,Awesome phone,Fabulous!,Sep 2024,Bengaluru
5,Super mobile,Super!,Sep 2024,Hyderabad
5,Great product PRAVEEN KUMAR P,Awesome,Sep 2024,Bengaluru
5,Good product,Perfect product!,Sep 2024,Begusarai District
4,Nice mobile,Very Good,Sep 2024,Bengaluru
2,I dont know why people are crazy for this...this is below average product personally I dont like iphone at all coz they are charging too much money and what they give us only 60hz display average camera and worst thing is to buy charger separately....I gifted it to someone coz she like it...but I dont like iphone at all..,Slightly disappointed,Sep 2024,Rajnandgaon
4,Iphone15 is good but go fo,Really Nice,Sep 2024,Satara
4,Very good,Delightful,Sep 2024,South East Delhi
5,"The Night mode on an iPhone enhances low-light photography by automatically adjusting settings to capture more light and detail. It uses longer exposure times and advanced computational techniques to reduce noise and improve clarity. The results are typically sharp, with vibrant colors and better contrast, even in dark environments. Users can also adjust the exposure time manually for more control.",Classy product,Sep 2024,Pimpri Chinchwad
5,Nice soo good.. tithi paul,Worth every penny,Sep 2024,Kanchrapara
5,"Its an Apple product and who doesnt love to experience. Performance is too good with latest iOS18 version. Camera features the best quality for captures and videos. Battery is little disappointed, but never matter as the new iPhone variant are coming up with type C. Yet to explore many new inbuilt features.",Wonderful,Sep 2024,Bengaluru
5,Much better than all the iPhones Flipcart is giving the best prices for all the iPhones iPhone 15 is worth buying pakshaal jain,Wonderful,Sep 2024,Mumbai
4,Overall,Worth the money,Sep 2024,Hyderabad
2,Heating problem,Slightly disappointed,Sep 2024,New Delhi
5,Awesome phone,Classy product,Sep 2024,Jabalpur Division
5,Great deal to have,Worth every penny,Sep 2024,Khordha District
5,Super experen,Brilliant,Sep 2024,Khordha
1,Overpriced phone . Not worth the money . Battery Harshit k,Did not meet expectations,Sep 2024,New Delhi
4,"It looks cool , i like the camera PRUDHVI",Nice product,Sep 2024,Hyderabad
5,You know apple makes the bedt phone its is great,Super!,Sep 2024,Pathankot District
5,Very good product I like it,Fabulous!,Sep 2024,Shahdol
5,Best phone,Terrific purchase,Sep 2024,Belgaum
5,Rohith,Perfect product!,Sep 2024,Hyderabad
5,Beast,Worth every penny,Sep 2024,Bengaluru
5,Very nice phone,Great product,Sep 2024,Tiruppur
4,"Good handy phone with great design and display, charge full in the morning and need to plug again around 8pm, average camera if you want to click some photos but when you switch to video its on next level, overall great phone",Worth the money,Sep 2024,New Delhi
5,Nice product,Best in the market!,Sep 2024,Chikkaballapura District
5,manoj meena,Simply awesome,Sep 2024,Bhilwara
5,Prem,Great product,Sep 2024,Vijayawada
5,Vijay,Just wow!,Sep 2024,Jind
5,Amazing,Must buy!,Sep 2024,Charaideo District
5,Phone is in a good condition,Brilliant,Sep 2024,Mhow
4,Praveenkumar,Nice product,Sep 2024,Hirekerur
5,kalaiarasi kutty,Awesome,Sep 2024,Chennai
5,Amazing phone I purchased again on big billion sale,Brilliant,Sep 2024,Patna
5,Nice product,Terrific purchase,Sep 2024,Kolkata
5,Mohit Jangra 07,Terrific,Sep 2024,Hisar
5,So finally I got the phone with zero hate by my side and the main thing is that I love it,Best in the market!,Sep 2024,Agra
5,Super device,Mind-blowing purchase,Sep 2024,Pokaran
5,Brightness needs to be improved and battery as well,Excellent,Sep 2024,Sonipat
5,Battery needs to be improved brightness is less in sun performance,Fabulous!,Sep 2024,Sonipat
5,Ramkumar,Best in the market!,Sep 2024,Kushinagar
5,Lalit kumar,Simply awesome,Sep 2024,Vapi
5,Very good,Worth every penny,Sep 2024,Vadodara
5,"Highest performance phone on Lowest price, next day delivery, one of the best deal.",Terrific,Sep 2024,Ghaziabad
5,Perfect to grab and handy to use,Wonderful,Sep 2024,Kolkata
5,"Great product, as expected",Perfect product!,Sep 2024,Gurugram
4,Good quality,Good quality product,Sep 2024,Rupnagar
5,Santosh,Just wow!,Sep 2024,Jehanabad
5,Great product SYDU RAVITEJA,Brilliant,Sep 2024,Krishna District
5,Amit AS,Classy product,Sep 2024,Jhansi Division
5,Good phone,Must buy!,Sep 2024,Pune
5,Best phone in segments vicky balwani,Excellent,Sep 2024,Ujjain
5,Perfume ipj,Best in the market!,Sep 2024,Prayagraj
5,Best product,Brilliant,Sep 2024,Sitapur District
5,Nice product thanks,Highly recommended,Sep 2024,Noida
5,Awesome CHINMOY HANDIQUE,Just wow!,Sep 2024,Digboi
5,Superb mind blowing pur SAMI,Just wow!,Sep 2024,Hyderabad
5,Niranjan,Classy product,Sep 2024,Turkapally
5,Best phone in segment camera is best in this price range Ankit patel,Super!,Sep 2024,Surat District
5,What a performance.... Best mobile Goat... Muthu kumaran.R,Awesome,Sep 2024,Sundarapandiam
5,Nice pr DS,Highly recommended,Sep 2024,Meerut
5,I,Super!,Sep 2024,Namakkal
5,Now I am fan of this MD.,Highly recommended,Sep 2024,Patna
4,Shubham,Good choice,Sep 2024,Karnal
5,Very nice SHASHI DHAR,Brilliant,Sep 2024,Anand
5,"The device is great, I had switched to apple 2 years back and since then never looked back. Compare to android apple sometimes is boring but it does its job perfectly. I have given lower rating on display as Samsung is already providing AMOLED in that price range. Type C port is useful but I am not sure why my Samsung connector has some fitting issue. narinder singh",Highly recommended,Sep 2024,Thane
4,Good product,Pretty good,Sep 2024,Gurugram
5,Good product which is i purchased through online PRADEEPA T C,Terrific purchase,Sep 2024,Shivamogga
5,Amazing product,Mind-blowing purchase,Sep 2024,Jais Industrial Area
5,Amazing phone,Mind-blowing purchase,Sep 2024,Gurgaon
5,Product is g,Mind-blowing purchase,Sep 2024,Narkatiaganj
4,Overall good Atul kumar,Good choice,Sep 2024,Patna
4,Good phone,Nice product,Sep 2024,Pimpri Chinchwad
5,Pavithran TL,Worth every penny,Sep 2024,Kollam District
5,Best camera quality very satisfied,Awesome,Sep 2024,Noida
5,,Simply awesome,Sep 2024,Teliamura
5,best in class vamsi krishna gonapa,Highly recommended,Sep 2024,Hyderabad
5,Good product with looking,Terrific purchase,Sep 2024,Indore
5,I have brought this phone on Flipkart and its delivered on the same date which is mentioned on the purchase time,Great product,Sep 2024,Gopalpur
4,Overall good,Good choice,Sep 2024,Rohtak
5,best quality phon,Fabulous!,Sep 2024,Anugul
5,iPhone is,Awesome,Sep 2024,Mysuru
5,Just wow Aditya srivastava,Just wow!,Sep 2024,Sitapur
4,Phone is good if you like ios this phone will not disappoint you the only disappointment is 60 Hz display I cant get the sense behind this because you are giving A 16 processor and limiting with 60 Hz display,Nice product,Sep 2024,New Delhi
5,Good product,Highly recommended,Sep 2024,Nelamangala
5,Awesome experience,Must buy!,Sep 2024,Gwalior
5,Really it worth the money totally a beast,Terrific purchase,Sep 2024,Nayudupeta
5,I liked the product very much,Excellent,Sep 2024,Vishrampur
5,Very nice,Classy product,Sep 2024,New Delhi
5,Great phone with great camera performance. Sometimes battery feels low but much good with apple ecosystem VAIBHAV PANDEY,Fabulous!,Sep 2024,Greater Noida
5,Fezal,Simply awesome,Sep 2024,Makrana
4,Affordable,Nice product,Sep 2024,Mathura
4,Love it,Good quality product,Sep 2024,Karnal District
5,Overall phone is very good but hitting issue.,Must buy!,Sep 2024,Rampurhat
5,"Looks,Camre8",Fabulous!,Sep 2024,Hapur
5,The phone is in well condition and well delivered to me The features are proper functioning,Brilliant,Sep 2024,Jammu
5,"Camera is great, performance is great, overall looks great, worth using it!",Terrific purchase,Sep 2024,Pimpri Chinchwad
5,Thank you flip,Terrific purchase,Sep 2024,Dibrugarh District
5,Super one and good brand,Great product,Sep 2024,Hyderabad
5,Best phone,Must buy!,Sep 2024,Pune
4,Good .. jayaraj raji,Pretty good,Sep 2024,Faridabad
5,Great product but,Awesome,Sep 2024,Barpeta
5,Love this phone its totally worth it,Simply awesome,Sep 2024,Guwahati
5,"Except camera, all superb",Classy product,Sep 2024,Gurugram
5,Best experience ever i had,Terrific,Sep 2024,South West Delhi
1,Phone heating problem,Utterly Disappointed,Sep 2024,Hyderabad
5,Superb product,Brilliant,Sep 2024,Parbhani
5,Perfect,Awesome,Sep 2024,Jaipur
5,Colour is too beautiful,Fabulous!,Sep 2024,Ghaziabad
5,The product is really good and the camera is outstanding,Must buy!,Sep 2024,Uluberia
5,All good,Brilliant,Aug 2024,New Delhi
5,Very heating and this phone best choice is my,Just wow!,Aug 2024,Manesar
5,Ashutosh,Wonderful,Aug 2024,Orai
5,Rambhadur,Awesome,Aug 2024,New Delhi
5,Just amazing experience. You must goo for it . Giving review after 1 month. Good display and best camera.,Best in the market!,Aug 2024,Charkhi Dadri District
5,Just looking like a wow. SUNIL CHAREL,Terrific,Aug 2024,Ajmer
5,Excellent phone,Mind-blowing purchase,Aug 2024,Ghaziabad
5,Mrs.Pooja,Terrific,Aug 2024,New Delhi
3,Phone is heating a little,Decent product,Aug 2024,Kolkata
5,This is apple and the performance beast.,Excellent,Aug 2024,Chennai
4,Nice phone,Nice product,Aug 2024,Amadalavalasa
5,I phone 15,Mind-blowing purchase,Aug 2024,Chennai
5,Good pr RAJESH GUPTA,Terrific,Aug 2024,Faridabad
5,Super,Super!,Aug 2024,Patna
1,Astar construction And developers,Very poor,Aug 2024,Meerut
5,just wow,Brilliant,Aug 2024,Faizabad
5,Best phone,Wonderful,Aug 2024,Varanasi
1,"Big problem battery.All time heating.Charging time ,Phone use time, I am not a gamer. But only 3month battery percentage 96.very bad. Anik kumar",Worthless,Aug 2024,Bandhail
5,Excellent,Brilliant,Aug 2024,Gurugram
