rating,title,review_text,TextBlob_Label,TextBlob_Score,VADER_Label,VADER_Score,BERT_Label,BERT_Score
5,Brilliant,"Vishal Patil , Pimpri Chinchwad Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.8080913424491882
5,Great product,"Good Naved Alam , Siliguri Sep, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.998960018157959
5,Fabulous!,"Chand Saini , Rewari Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9244110584259033
5,Just wow!,"Best phone in world Prakhar Sengar , Kanpur Sep, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9989109039306641
5,Terrific,"Bas osm... thx flipkart and saler MD. SARWAR , Aurangabad Sep, 2024",Neutral,0.0,Positive,0.3612,NEGATIVE,0.5068116188049316
5,Highly recommended,"best price NAVENDRA SAXENA , New Delhi Sep, 2024",Positive,0.5681818181818181,Positive,0.6369,POSITIVE,0.999079704284668
2,Not good,"Average G Naveen Kumar , Hindupur Sep, 2024",Negative,-0.15,Neutral,0.0,POSITIVE,0.8618009686470032
5,Fabulous!,"Awesome product great feeling first time Iphone... Vishal Sharma , Ahmedabad Sep, 2024",Positive,0.6833333333333332,Positive,0.8658,POSITIVE,0.9998096823692322
5,Must buy!,"Best product Flipkart Customer , Dharwad Sep, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9989888072013855
5,Wonderful,"Allrounder go for it. Vishal , Lucknow District Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9851657152175903
4,Really Nice,"Good pho Shivu Biradar , Vijapura Sep, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9983647465705872
1,Dont waste your money,"Battery drain Nishanth kumar Rapolu , Hyderabad Sep, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.9876644015312195
5,Just wow!,"Shivaa Janju , Solan District Sep, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.9098755121231079
5,Terrific,"Good products but software not good working Mohit Hooda , Rohtak Sep, 2024",Positive,0.175,Negative,-0.2867,NEGATIVE,0.997019350528717
5,Perfect product!,"Im Satisfied with this product Gilman Reza , Sitapur Sep, 2024",Positive,0.5,Positive,0.4215,POSITIVE,0.9863669276237488
5,Awesome,"Sharukha Khan , Mahu Kalan Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9693321585655212
4,Worth the money,"Excellent phone performance are very nice Aman mukherjee , Purnia District Sep, 2024",Positive,0.89,Positive,0.7778,POSITIVE,0.999701201915741
5,Super!,"Best Always.... Aman Verma , Prayagraj Sep, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9992440938949585
5,Terrific,"Nice phon Sonu Kumar , Patratu Sep, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.9977993369102478
5,Excellent,"Osm experience Sabir Bhamnawat , Hsiidc Sohna Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.5123501420021057
5,Highly recommended,"Overall value for money smart phone Anurag Gupta , Greater Noida Sep, 2024",Positive,0.2380952380952381,Positive,0.765,NEGATIVE,0.9025291800498962
5,Super!,"Great product Priyansh Aggarwal , Gurugram Sep, 2024",Positive,0.8,Positive,0.6249,POSITIVE,0.9983530044555664
5,Awesome,"ema bal , New Delhi Sep, 2024",Positive,0.13636363636363635,Neutral,0.0,POSITIVE,0.6854860186576843
5,Fabulous!,"Awesome phone Bhargavi Allada , Bengaluru Sep, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9953409433364868
5,Super!,"Super mobile Jogu Yadav , Hyderabad Sep, 2024",Positive,0.3333333333333333,Positive,0.5994,POSITIVE,0.8406299948692322
5,Awesome,"Great product PRAVEEN KUMAR P , Bengaluru Sep, 2024",Positive,0.8,Positive,0.6249,POSITIVE,0.9987202882766724
5,Perfect product!,"Good product Rahul , Begusarai District Sep, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9992936849594116
4,Very Good,"Nice mobile Bhagyaraju Labhala , Bengaluru Sep, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.9937166571617126
2,Slightly disappointed,"I dont know why people are crazy for this...this is below average product personally I dont like iphone at all coz they are charging too much money and what they give us only 60hz display average camera and worst thing is to buy charger separately....I gifted it to someone coz she like it...but I dont like iphone at all.. Ishwar Soni , Rajnandgaon Sep, 2024",Negative,-0.15000000000000002,Negative,-0.8963,NEGATIVE,0.9992444515228271
4,Really Nice,"Iphone15 is good but go fo Nitish Mane , Satara Sep, 2024",Positive,0.7,Positive,0.2382,POSITIVE,0.9400051832199097
4,Delightful,"Very good Vipin Kaushal , South East Delhi Sep, 2024",Positive,0.9099999999999999,Positive,0.4927,POSITIVE,0.9997829794883728
5,Classy product,"The Night mode on an iPhone enhances low-light photography by automatically adjusting settings to capture more light and detail. It uses longer exposure times and advanced computational techniques to reduce noise and improve clarity. The results are typically sharp, with vibrant colors and better contrast, even in dark environments. Users can also adjust the exposure time manually for more control. Manish Kannaujia , Pimpri Chinchwad Sep, 2024",Positive,0.27395833333333336,Positive,0.9169,POSITIVE,0.9977689981460571
5,Worth every penny,"Nice soo good.. tithi paul , Kanchrapara Sep, 2024",Positive,0.6499999999999999,Positive,0.4215,POSITIVE,0.99959796667099
5,Wonderful,"Its an Apple product and who doesnt love to experience. Performance is too good with latest iOS18 version. Camera features the best quality for captures and videos. Battery is little disappointed, but never matter as the new iPhone variant are coming up with type C. Yet to explore many new inbuilt features. Govind Senapathi , Bengaluru Sep, 2024",Positive,0.28169191919191916,Positive,0.0904,POSITIVE,0.9943189024925232
5,Wonderful,"Much better than all the iPhones Flipcart is giving the best prices for all the iPhones iPhone 15 is worth buying pakshaal jain , Mumbai Sep, 2024",Positive,0.6,Positive,0.886,POSITIVE,0.9991099238395691
4,Worth the money,"Overall Flipkart Customer , Hyderabad Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9590173363685608
2,Slightly disappointed,"Heating problem Flipkart Customer , New Delhi Sep, 2024",Positive,0.13636363636363635,Negative,-0.4019,NEGATIVE,0.9913948178291321
5,Classy product,"Awesome phone Deepak Kr Sahu , Jabalpur Division Sep, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9948155283927917
5,Worth every penny,"Great deal to have Janmejaya Parida , Khordha District Sep, 2024",Positive,0.8,Positive,0.6249,POSITIVE,0.9829747080802917
5,Brilliant,"Super experen Janmejaya Parida , Khordha Sep, 2024",Positive,0.3333333333333333,Positive,0.5994,POSITIVE,0.8919142484664917
1,Did not meet expectations,"Overpriced phone . Not worth the money . Battery Harshit k , New Delhi Sep, 2024",Negative,-0.0068181818181818205,Negative,-0.1695,NEGATIVE,0.9997513890266418
4,Nice product,"It looks cool , i like the camera PRUDHVI Kotyada , Hyderabad Sep, 2024",Positive,0.35,Positive,0.5859,POSITIVE,0.9997935891151428
5,Super!,"You know apple makes the bedt phone its is great Flipkart Customer , Pathankot District Sep, 2024",Positive,0.8,Positive,0.6249,POSITIVE,0.9486519694328308
5,Fabulous!,"Very good product I like it Vinay Prasad , Shahdol Sep, 2024",Positive,0.9099999999999999,Positive,0.7146,POSITIVE,0.9998435974121094
5,Terrific purchase,"Best phone Santosh Rattihalli , Belgaum Sep, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9939898252487183
5,Perfect product!,"Rohith Kothapalli , Hyderabad Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9841353297233582
5,Worth every penny,"Beast Yugal Shah , Bengaluru Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9789397120475769
5,Great product,"Very nice phone Logan Sam , Tiruppur Sep, 2024",Positive,0.78,Positive,0.4754,POSITIVE,0.9976497292518616
4,Worth the money,"Good handy phone with great design and display, charge full in the morning and need to plug again around 8pm, average camera if you want to click some photos but when you switch to video its on next level, overall great phone Suresh Goswami , New Delhi Sep, 2024",Positive,0.3595959595959595,Positive,0.8834,POSITIVE,0.998484194278717
5,Best in the market!,"Nice product Raju Vanisetty , Chikkaballapura District Sep, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.9981503486633301
5,Simply awesome,"manoj meena , Bhilwara Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9646995067596436
5,Great product,"Prem Shanth , Vijayawada Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9643914103507996
5,Just wow!,"Vijay Deval , Jind Sep, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.9510906338691711
5,Must buy!,"Amazing Roshan Tamang , Charaideo District Sep, 2024",Positive,0.6000000000000001,Positive,0.5859,POSITIVE,0.9995459914207458
5,Brilliant,"Phone is in a good condition Chetan Mehna , Mhow Sep, 2024",Positive,0.7,Positive,0.4404,NEGATIVE,0.5197299122810364
4,Nice product,"Praveenkumar Ghatti , Hirekerur Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9740763306617737
5,Awesome,"kalaiarasi kutty , Chennai Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9707331657409668
5,Brilliant,"Amazing phone I purchased again on big billion sale Harsh Singh , Patna Sep, 2024",Positive,0.13333333333333336,Positive,0.2263,POSITIVE,0.9980480670928955
5,Terrific purchase,"Nice product Abhijit Das , Kolkata Sep, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.9994807839393616
5,Terrific,"Mohit Jangra 07 , Hisar Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9697811603546143
5,Best in the market!,"So finally I got the phone with zero hate by my side and the main thing is that I love it Rishabh Sharma , Agra Sep, 2024",Negative,-0.033333333333333354,Positive,0.128,POSITIVE,0.9992496371269226
5,Mind-blowing purchase,"Super device Sandeep Bishnoi , Pokaran Sep, 2024",Positive,0.3333333333333333,Positive,0.5994,POSITIVE,0.9889175891876221
5,Excellent,"Brightness needs to be improved and battery as well Ajay Hooda , Sonipat Sep, 2024",Neutral,0.0,Positive,0.7783,NEGATIVE,0.9981194138526917
5,Fabulous!,"Battery needs to be improved brightness is less in sun performance Ajay Hooda , Sonipat Sep, 2024",Negative,-0.16666666666666666,Positive,0.6908,NEGATIVE,0.9969843029975891
5,Best in the market!,"Ramkumar Singh , Kushinagar Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9810289740562439
5,Simply awesome,"Lalit kumar , Vapi Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.8602131009101868
5,Worth every penny,"Very good Rajesh Kumar , Vadodara Sep, 2024",Positive,0.9099999999999999,Positive,0.4927,POSITIVE,0.9998233914375305
5,Terrific,"Highest performance phone on Lowest price, next day delivery, one of the best deal. Vishal Chhibber , Ghaziabad Sep, 2024",Positive,0.5,Positive,0.3818,POSITIVE,0.9987533092498779
5,Wonderful,"Perfect to grab and handy to use Apurba Biswas , Kolkata Sep, 2024",Positive,0.8,Positive,0.5719,POSITIVE,0.9992111921310425
5,Perfect product!,"Great product, as expected Aviral Kapoor , Gurugram Sep, 2024",Positive,0.35000000000000003,Positive,0.6249,POSITIVE,0.9996939897537231
4,Good quality product,"Good quality Flipkart Customer , Rupnagar Sep, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9995588660240173
5,Just wow!,"Santosh Kumar , Jehanabad Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9943781495094299
5,Brilliant,"Great product SYDU RAVITEJA , Krishna District Sep, 2024",Positive,0.8,Positive,0.6249,POSITIVE,0.8742327690124512
5,Classy product,"Amit AS , Jhansi Division Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9761742353439331
5,Must buy!,"Good phone Amardeep Khole , Pune Sep, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9956016540527344
5,Excellent,"Best phone in segments vicky balwani , Ujjain Sep, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9936342239379883
5,Best in the market!,"Perfume ipj Shubham Mishra , Prayagraj Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.8011956214904785
5,Brilliant,"Best product Flipkart Customer , Sitapur District Sep, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9990134239196777
5,Highly recommended,"Nice product thanks Flipkart Amit Kumar , Noida Sep, 2024",Positive,0.4,Positive,0.6908,POSITIVE,0.9997988343238831
5,Just wow!,"Awesome CHINMOY HANDIQUE , Digboi Sep, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9996020197868347
5,Just wow!,"Superb mind blowing pur SAMI Mahesh , Hyderabad Sep, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9996581077575684
5,Classy product,"Niranjan Tuvvara , Turkapally Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9638840556144714
5,Super!,"Best phone in segment camera is best in this price range Ankit patel , Surat District Sep, 2024",Positive,1.0,Positive,0.8555,POSITIVE,0.989087700843811
5,Awesome,"What a performance.... Best mobile Goat... Muthu kumaran.R , Sundarapandiam Sep, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9996598958969116
5,Highly recommended,"Nice pr DS Chauhan , Meerut Sep, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.9986798167228699
5,Super!,"I Love It Soundarajan Subramani , Namakkal Sep, 2024",Positive,0.5,Positive,0.6369,POSITIVE,0.9997979998588562
5,Highly recommended,"Now I am fan of this MD. Afroz , Patna Sep, 2024",Neutral,0.0,Positive,0.3182,POSITIVE,0.9980625510215759
4,Good choice,"Shubham Bhardwaj , Karnal Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.965403139591217
5,Brilliant,"Very nice SHASHI DHAR , Anand Sep, 2024",Positive,0.78,Positive,0.4754,POSITIVE,0.9998076558113098
5,Highly recommended,"The device is great, I had switched to apple 2 years back and since then never looked back. Compare to android apple sometimes is boring but it does its job perfectly. I have given lower rating on display as Samsung is already providing AMOLED in that price range. Type C port is useful but I am not sure why my Samsung connector has some fitting issue. narinder singh , Thane Sep, 2024",Positive,0.16875,Positive,0.8078,POSITIVE,0.8397974967956543
4,Pretty good,"Good product Shiv Kumar , Gurugram Sep, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9997490048408508
5,Terrific purchase,"Good product which is i purchased through online PRADEEPA T C , Shivamogga Sep, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9981514811515808
5,Mind-blowing purchase,"Amazing product Aayush Himalvi , Jais Industrial Area Sep, 2024",Positive,0.6000000000000001,Positive,0.5859,POSITIVE,0.9993847608566284
5,Mind-blowing purchase,"Amazing phone Prateek Maheshwari , Gurgaon Sep, 2024",Positive,0.6000000000000001,Positive,0.5859,POSITIVE,0.9967617392539978
5,Mind-blowing purchase,"Product is g Mohammad Yusuf , Narkatiaganj Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9372877478599548
4,Good choice,"Overall good Atul kumar , Patna Sep, 2024",Positive,0.35,Positive,0.4404,POSITIVE,0.9998334646224976
4,Nice product,"Good phone Shobha Devi , Pimpri Chinchwad Sep, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9734222292900085
5,Worth every penny,"Pavithran TL , Kollam District Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.8864566087722778
5,Awesome,"Best camera quality very satisfied Harsh Dhote , Noida Sep, 2024",Positive,0.48333333333333334,Positive,0.6267,POSITIVE,0.9971651434898376
5,Simply awesome,"Flipkart Customer , Teliamura Sep, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.9788666367530823
5,Highly recommended,"best in class vamsi krishna gonapa , Hyderabad Sep, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9994022846221924
5,Terrific purchase,"Good product with looking Kaushal Shakya , Indore Sep, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9996398687362671
5,Great product,"I have brought this phone on Flipkart and its delivered on the same date which is mentioned on the purchase time Bipin Kumar , Gopalpur Sep, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.9844833016395569
4,Good choice,"Overall good Jitender Kumar , Rohtak Sep, 2024",Positive,0.35,Positive,0.4404,POSITIVE,0.9998373985290527
5,Fabulous!,"best quality phon Ruturaj Sahoo , Anugul Sep, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.998399555683136
5,Awesome,"iPhone is Anthony Jude , Mysuru Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.7844753265380859
5,Just wow!,"Just wow Aditya srivastava , Sitapur Sep, 2024",Positive,0.1,Positive,0.5859,POSITIVE,0.9992109537124634
4,Nice product,"Phone is good if you like ios this phone will not disappoint you the only disappointment is 60 Hz display I cant get the sense behind this because you are giving A 16 processor and limiting with 60 Hz display Nawaz Ashraf , New Delhi Sep, 2024",Negative,-0.03272727272727274,Positive,0.6964,POSITIVE,0.9846003651618958
5,Highly recommended,"Good product Flipkart Customer , Nelamangala Sep, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.999247670173645
5,Must buy!,"Awesome experience Vaibhav Tamoli , Gwalior Sep, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9997588992118835
5,Terrific purchase,"Really it worth the money totally a beast Sai Chaitanya , Nayudupeta Sep, 2024",Positive,0.15,Positive,0.2911,POSITIVE,0.998439610004425
5,Excellent,"I liked the product very much Dhanraj Vishwakarma , Vishrampur Sep, 2024",Positive,0.43,Positive,0.4215,POSITIVE,0.9985067248344421
5,Classy product,"Very nice Samad Saifi , New Delhi Sep, 2024",Positive,0.4581818181818182,Positive,0.4754,POSITIVE,0.9997902512550354
5,Fabulous!,"Great phone with great camera performance. Sometimes battery feels low but much good with apple ecosystem VAIBHAV PANDEY , Greater Noida Sep, 2024",Positive,0.5599999999999999,Positive,0.8922,POSITIVE,0.9988685846328735
5,Simply awesome,"Fezal Rathore , Makrana Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9486544728279114
4,Nice product,"Affordable Sahil Qureshi , Mathura Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9398104548454285
4,Good quality product,"Love it Manu Kapoor , Karnal District Sep, 2024",Positive,0.5,Positive,0.6369,POSITIVE,0.9997337460517883
5,Must buy!,"Overall phone is very good but hitting issue. , Rampurhat Sep, 2024",Positive,0.45499999999999996,Positive,0.2724,POSITIVE,0.9921727180480957
5,Fabulous!,"Looks,Camre8, Performance Nadeem Shahzeb , Hapur Sep, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.947537362575531
5,Brilliant,"The phone is in well condition and well delivered to me The features are proper functioning Nitin Khanka , Jammu Sep, 2024",Neutral,0.0,Positive,0.4939,POSITIVE,0.9980360865592957
5,Terrific purchase,"Camera is great, performance is great, overall looks great, worth using it! Rushikesh Darade , Pimpri Chinchwad Sep, 2024",Positive,0.555,Positive,0.9381,POSITIVE,0.9998365640640259
5,Terrific purchase,"Thank you flip Ravi Kumar , Dibrugarh District Sep, 2024",Neutral,0.0,Positive,0.3612,POSITIVE,0.9993500113487244
5,Great product,"Super one and good brand Surya Lucky , Hyderabad Sep, 2024",Positive,0.4555555555555555,Positive,0.8625,POSITIVE,0.9997702240943909
5,Must buy!,"Best phone Vivek Jagtap , Pune Sep, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9974002838134766
4,Pretty good,"Good .. jayaraj raji , Faridabad Sep, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9998364448547363
5,Awesome,"Great product but Hassanul Faruque , Barpeta Sep, 2024",Positive,0.8,Positive,0.3716,POSITIVE,0.9864358305931091
5,Simply awesome,"Love this phone its totally worth it Ritamoni Das , Guwahati Sep, 2024",Positive,0.4,Positive,0.7501,POSITIVE,0.99930739402771
5,Classy product,"Except camera, all superb Ramesh Kumar , Gurugram Sep, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9994014501571655
5,Terrific,"Best experience ever i had Rishabh Rajput , South West Delhi Sep, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9995493292808533
1,Utterly Disappointed,"Phone heating problem Rose Mamta Toppo , Hyderabad Sep, 2024",Positive,0.6,Negative,-0.4019,NEGATIVE,0.9977768063545227
5,Brilliant,"Superb product Sunil Shinde Customer , Parbhani Sep, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9994365572929382
5,Awesome,"Perfect Tanya Sharma , Jaipur Sep, 2024",Positive,1.0,Positive,0.5719,POSITIVE,0.9993188381195068
5,Fabulous!,"Colour is too beautiful Shaifali Rao Rao , Ghaziabad Sep, 2024",Positive,0.85,Positive,0.5994,POSITIVE,0.9643736481666565
5,Must buy!,"The product is really good and the camera is outstanding Sugata Bazani , Uluberia Sep, 2024",Positive,0.6,Positive,0.8016,POSITIVE,0.9998679161071777
5,Brilliant,"All good Flipkart Customer , New Delhi Aug, 2024",Positive,0.41818181818181815,Positive,0.4404,POSITIVE,0.9995934367179871
5,Just wow!,"Very heating and this phone best choice is my Dillip Singh Rajput , Manesar Aug, 2024",Positive,0.6,Positive,0.6369,POSITIVE,0.809426486492157
5,Wonderful,"Ashutosh Dwivedi , Orai Aug, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9499706029891968
5,Awesome,"Rambhadur Reang , New Delhi Aug, 2024",Positive,0.13636363636363635,Neutral,0.0,POSITIVE,0.9725931286811829
5,Best in the market!,"Just amazing experience. You must goo for it . Giving review after 1 month. Good display and best camera. Flipkart Customer , Charkhi Dadri District Aug, 2024",Positive,0.7666666666666666,Positive,0.9231,POSITIVE,0.999563992023468
5,Terrific,"Just looking like a wow. SUNIL CHAREL , Ajmer Aug, 2024",Positive,0.1,Positive,0.743,POSITIVE,0.9996594190597534
5,Mind-blowing purchase,"Excellent phone Flipkart Customer , Ghaziabad Aug, 2024",Positive,1.0,Positive,0.5719,POSITIVE,0.9987735152244568
5,Terrific,"Mrs.Pooja Panwar , New Delhi Aug, 2024",Positive,0.13636363636363635,Neutral,0.0,POSITIVE,0.995991051197052
3,Decent product,"Phone is heating a little Flipkart Customer , Kolkata Aug, 2024",Negative,-0.1875,Neutral,0.0,NEGATIVE,0.9472357630729675
5,Excellent,"This is apple and the performance beast. Sukorak Jana , Chennai Aug, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9978245496749878
4,Nice product,"Nice phone Flipkart Customer , Amadalavalasa Aug, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.975719153881073
5,Mind-blowing purchase,"I phone 15 Jagan Sing , Chennai Aug, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.7554372549057007
5,Terrific,"Good pr RAJESH GUPTA , Faridabad Aug, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.999681830406189
5,Super!,"Super Experience Debmalya Mukherjee , Patna Aug, 2024",Positive,0.3333333333333333,Positive,0.5994,POSITIVE,0.9875836968421936
1,Very poor,"Astar construction And developers , Meerut Aug, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.7847850322723389
5,Brilliant,"just wow Nalini Jaiswal , Faizabad Aug, 2024",Positive,0.1,Positive,0.5859,POSITIVE,0.9993255138397217
5,Wonderful,"Best phone Akash Kumar , Varanasi Aug, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9888777136802673
1,Worthless,"Big problem battery.All time heating.Charging time ,Phone use time, I am not a gamer. But only 3month battery percentage 96.very bad. Anik kumar Saha , Bandhail Aug, 2024",Negative,-0.23333333333333328,Negative,-0.765,NEGATIVE,0.9988155364990234
5,Brilliant,"Excellent Rajeev Gangwar , Gurugram Aug, 2024",Positive,1.0,Positive,0.5719,POSITIVE,0.999738872051239
5,Highly recommended,"Best phone . Delivered on time . Thank you flip-cart. Flipkart Customer , Pune Aug, 2024",Positive,1.0,Positive,0.7717,POSITIVE,0.999086856842041
5,Super!,"Very good product in all I used before Flipkart Customer , Ghaziabad Aug, 2024",Positive,0.9099999999999999,Positive,0.4927,POSITIVE,0.9996802806854248
5,Excellent,"Faizal Miya , Udham Singh Nagar Aug, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9918900728225708
5,Wonderful,"Overall, the iPhone 15 is better than 14 Raju kumar Sharma , Ahmadabad District Aug, 2024",Positive,0.25,Positive,0.4404,POSITIVE,0.9979639053344727
1,Worst experience ever!,"Despite offering bonus for exchange the final exchange value provided is very low. Flipkart Customer , Mumbai Aug, 2024",Neutral,0.0,Negative,-0.4297,NEGATIVE,0.9996960163116455
2,Could be way better,"Stop working after 10 days Faulty phone received Warranty... Repaired... So 2 Star Otherwise 5 Bhavesh R Parmar , Kachchh District Aug, 2024",Neutral,0.0,Negative,-0.5423,NEGATIVE,0.9983626008033752
5,Simply awesome,"Good phone KAMARAJ RAMADOSS , Chennai Aug, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9926734566688538
4,Good choice,"Good product Gumat Ram , Manesar Aug, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9977349042892456
5,Excellent,"Good phone with good specs Roushan Giri , Samastipur District Aug, 2024",Positive,0.7,Positive,0.7003,POSITIVE,0.9971171617507935
5,Best in the market!,"Amazing phone to use. PARASH SURANA , New Delhi Aug, 2024",Positive,0.3681818181818182,Positive,0.5859,POSITIVE,0.9995898604393005
4,Good choice,"Nice phone Gite Amol chhagan , Pune Aug, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.9206085205078125
5,Brilliant,"Apple has done a good job. Performance is similar to pro variants and best deal to trade in for. Neeraj Kumar , New Delhi Aug, 2024",Positive,0.4590909090909091,Positive,0.7964,POSITIVE,0.9997263550758362
5,Terrific purchase,"Very good product!! Specially the screen security features which apple is providing for extra security is awesome SUBHARTHI MOULE , South Twenty Four Parganas District Aug, 2024",Positive,0.5892857142857143,Positive,0.9132,POSITIVE,0.9997182488441467
4,Very Good,"Ajith Raj , Kolar Aug, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9732067584991455
4,Really Nice,"GOOD AS EXPECTED Neeraj Gupta , Srinagar Aug, 2024",Positive,0.3,Positive,0.5622,POSITIVE,0.9997474551200867
1,Horrible,"Its hanging Flipkart Customer , Bangalore Aug, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.9630729556083679
4,Value-for-money,"Need to upgrade battery mah RAHUL KUMAR , New Delhi Aug, 2024",Positive,0.13636363636363635,Neutral,0.0,NEGATIVE,0.9900318384170532
5,Awesome,"Excellent product and build quality. Abhijit Adhikari , Pune Aug, 2024",Positive,1.0,Positive,0.5719,POSITIVE,0.9998323917388916
5,Must buy!,"Amazing photo qu Flipkart Customer , Bengaluru Aug, 2024",Positive,0.6000000000000001,Positive,0.5859,POSITIVE,0.9994519352912903
3,Chakku Kumar,"Its good but not for Android lover many limitations in this ios which makes it different from other , Ratia Aug, 2024",Positive,0.26875,Negative,-0.4867,POSITIVE,0.7783218622207642
5,Just wow!,"its 15! so yes, its the best phone in the market! Shantam Agarwal , Noida Aug, 2024",Positive,1.0,Positive,0.851,POSITIVE,0.9995575547218323
5,Worth every penny,"Superbbbbbbb Sandip Mandal , Hyderabad Aug, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.784450352191925
5,Must buy!,"Very nice Pravin Kumar , Mudhol Aug, 2024",Positive,0.78,Positive,0.4754,POSITIVE,0.9996569156646729
4,Delightful,"Awesome Jenny rai , Bangalore Aug, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9995881915092468
5,Brilliant,"Suberb Phone !! Varun Singh , New Delhi Aug, 2024",Positive,0.13636363636363635,Neutral,0.0,POSITIVE,0.9030904769897461
4,Nice product,"Its great device for day to day usages. Shiv Shanker Chaurasia , Kanpur Aug, 2024",Positive,0.8,Positive,0.6249,POSITIVE,0.9969587326049805
5,Best in the market!,"Best phone picture quality very very very good Vishal Kumar , New Delhi Aug, 2024",Positive,0.6821212121212121,Positive,0.8375,POSITIVE,0.9998428821563721
